rank,candidate,candidate_name,entity_type,number_of_amr_determinants,number_of_strains,layers_supported,minimum_path_length,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_directly_measured_strains,strains,determinants,repeated_across_strains,determinant_fraction,hub_candidate,p_value,q_value,enrichment_significant
351,EW035_RS00790,bisC,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; strAB; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
352,EW035_RS02685,kdsD,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; strAB; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
353,EW035_RS02725,murA,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; strAB; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
354,EW035_RS00045,dgoK,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
355,EW035_RS00715,xylA,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
356,EW035_RS00720,xylB,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
357,EW035_RS00950,kdgK,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
358,EW035_RS00985,treF,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
359,EW035_RS01540,glgX,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
360,EW035_RS01555,glgP,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
361,EW035_RS01620,malP,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
362,EW035_RS01625,malQ,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
363,EW035_RS01855,nirD,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
364,EW035_RS01910,prkB,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
365,EW035_RS02580,nanE,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
366,EW035_RS03020,agaV,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
367,EW035_RS03230,uxaC,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
368,EW035_RS03235,uxaA,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
369,EW035_RS03310,ebgA,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
370,EW035_RS05015,fucU,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
371,EW035_RS05360,ygbM,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
372,EW035_RS06255,suhB,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
373,EW035_RS06315,sseA,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
374,EW035_RS06810,crr,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
375,EW035_RS07510,nuoL,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
376,EW035_RS08015,yeiQ,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
377,EW035_RS08035,fruB,gene,5,1,genome,2,annotation_mediated,0,0,5,0,1,MS_14386,dfrA12; dfrA14; floR; sul2; sul3,False,0.38461538461538464,False,0.04653523864888741,0.8550645935707271,False
378,WP_001092082.1,dacA,protein,4,4,proteome,2,annotation_mediated,0,0,4,0,0,B36; MS_14384; MS_14386; MS_14387,blaCMY-2; blaOXA-1; blaTEM-1b,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
379,WP_000469031.1,ybhR,protein,4,3,proteome,2,annotation_mediated,0,0,4,0,0,B36; MS_14384; MS_14387,blaCMY-2; blaCTX-M-15; blaOXA-1; blaTEM-1b,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
380,WP_001033695.1,lolD,protein,4,3,proteome,2,annotation_mediated,0,0,4,0,0,B36; MS_14384; MS_14387,blaCMY-2; blaCTX-M-15; blaOXA-1; blaTEM-1b,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
381,WP_000091291.1,napG,protein,4,3,proteome,2,annotation_mediated,0,0,4,0,0,B36; MS_14386; MS_14387,aph(3')-Ia; blaOXA-1; fosA4; strAB,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
382,WP_000123197.1,rng,protein,4,3,proteome,2,annotation_mediated,0,0,4,0,0,B36; MS_14386; MS_14387,aac(6')-Ib-cr5; aph(3')-Ia; fosA4; strAB,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
383,WP_000735278.1,tolC,protein,4,2,proteome,2,annotation_mediated,0,0,4,0,0,MS_14384; MS_14386,aac(3)-IId; aph(3')-Ia; blaCMY-2; blaTEM-1b,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
384,WP_000522247.1,crr,protein,4,2,proteome,2,annotation_mediated,0,0,4,0,0,MS_14386; MS_14387,aph(3')-Ia; fosA4; strAB,True,0.3076923076923077,False,0.07636553832605696,0.8550645935707271,False
385,EW035_RS23600,nan,gene,4,1,genome,1,annotation_mediated; graph_derived,0,3,1,0,0,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; strAB,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
386,EW035_RS23670,nan,gene,4,1,genome,1,annotation_mediated; graph_derived,0,1,3,0,1,MS_14386,aac(3)-IId; aadA1; mph(A); strAB,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
387,EW036_RS00885,yibN,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
388,EW036_RS01080,avtA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
389,EW036_RS01085,malS,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
390,EW036_RS01850,asd,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
391,EW036_RS01855,glgB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
392,EW036_RS02080,aroB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
393,EW036_RS02200,pabA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
394,EW036_RS02205,argD,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
395,EW036_RS02600,aroE,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
396,EW036_RS02940,gltB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
397,EW036_RS03120,glmM,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
398,EW036_RS03395,tdcB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
399,EW036_RS03420,tdcG,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
400,EW036_RS04820,speC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
401,EW036_RS04990,tkt,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
402,EW036_RS05115,rpiA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
403,EW036_RS05120,serA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
404,EW036_RS05170,gcvT,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
405,EW036_RS05175,gcvH,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
406,EW036_RS05180,gcvP,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
407,EW036_RS05415,lysA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
408,EW036_RS05805,sdaB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
409,EW036_RS06635,tyrA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
410,EW036_RS06640,pheA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
411,EW036_RS06885,glyA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
412,EW036_RS06920,yphB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
413,EW036_RS07175,dapA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
414,EW036_RS07250,tkt,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
415,EW036_RS07420,cysM,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
416,EW036_RS07450,cysK,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
417,EW036_RS07855,aroC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
418,EW036_RS07905,usg,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; dfrA17; sul1; tet(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
419,EW036_RS01955,bioH,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; dfrA17; mph(A); sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
420,EW036_RS02045,mrcA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; blaOXA-1; dfrA17; sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
421,EW036_RS02075,aroK,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; blaOXA-1; dfrA17; sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
422,EW036_RS03010,kdsC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; dfrA17; mph(A); sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
423,EW036_RS03260,diaA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aac(6')-Ib-cr5; blaOXA-1; dfrA17; sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
424,EW036_RS03815,nudF,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,blaCTX-M-15; blaOXA-1; dfrA17; sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
425,EW036_RS05815,ppnN,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; dfrA17; mph(A); sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
426,EW036_RS07530,gltX,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aac(6')-Ib-cr5; blaOXA-1; dfrA17; sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
427,EW036_RS08930,appA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; dfrA17; mph(A); sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
428,EW036_RS09015,wrbA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; dfrA17; mph(A); sul1,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
429,EW036_RS00550,pglZ,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; blaCTX-M-15; blaOXA-1; mph(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
430,EW036_RS03805,ygiB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,B36,aadA5; blaCTX-M-15; blaOXA-1; mph(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
431,EW035_RS00855,dppF,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; strAB,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
432,EW035_RS03515,tolC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aac(3)-IId; blaTEM-1b; blaTEM-215; strAB,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
433,EW035_RS08405,fbaB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
434,EW035_RS08730,gndA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
435,EW035_RS08815,hisC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
436,EW035_RS09370,yedP,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aac(3)-IId; blaTEM-1b; blaTEM-215; mph(A),False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
437,EW035_RS09865,pyk,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
438,EW035_RS09875,zwf,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
439,EW035_RS09890,purT,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
440,EW035_RS10070,sdaA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
441,EW035_RS10255,gapA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
442,EW035_RS10405,astC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
443,EW035_RS10540,pfkB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
444,EW035_RS10635,aroH,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
445,EW035_RS10690,aroD,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
446,EW035_RS10780,pykF,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
447,EW035_RS12355,mppA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
448,EW035_RS12730,trpE,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
449,EW035_RS12735,trpD,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
450,EW035_RS12745,trpB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
451,EW035_RS12750,trpA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
452,EW035_RS12840,oppB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
453,EW035_RS12845,oppA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
454,EW035_RS13025,ispE,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
455,EW035_RS13030,prs,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
456,EW035_RS13315,purB,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
457,EW035_RS13365,nagK,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
458,EW035_RS14285,aspC,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
459,EW035_RS14385,aroA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
460,EW035_RS14785,ltaE,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,blaTEM-1b; blaTEM-215; floR; fosA4,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
461,EW035_RS15565,pgl,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
462,EW035_RS15625,gpmA,gene,4,1,genome,2,annotation_mediated,0,0,4,0,1,MS_14386,aadA1; aph(3')-Ia; blaTEM-1b; blaTEM-215,False,0.3076923076923077,False,0.13044601466763214,0.8550645935707271,False
